mammalia-possum-burrow-sharing.edges,0.16031746,0.123809524,0.2,0.434782609,0.866666667,0
mammalia-vampire-bats-foodsharing.edges,0.643650794,0.342857143,0.547585483,-0.299668685,3.428571429,0
reptilia-lizard-network-social.edges,0.489336831,0.179661017,0.566180896,0.350034505,5.3,0
reptilia-tortoise-network-bsv-1996.edges,0.126262626,0.106060606,0,0.3,0.583333333,0
reptilia-tortoise-network-bsv-1997.edges,0.209339707,0.034432234,0.357333936,0.430528783,1.79047619,0
reptilia-tortoise-network-bsv-1998.edges,0.246616583,0.048066876,0.339279975,0.473430373,2.090909091,0
reptilia-tortoise-network-bsv-1999.edges,0.111205086,0.044757033,0.412318841,0.578499613,1.52173913,0
reptilia-tortoise-network-cs-2006.edges,0.236111111,0.194444444,0.259259259,-0.037037037,0.777777778,0
reptilia-tortoise-network-cs-2007.edges,0.381190476,0.166666667,0.607142857,0.030860283,1.666666667,0
reptilia-tortoise-network-cs-2008.edges,0.476715686,0.257352941,0.454061625,0.326113117,2.058823529,0
reptilia-tortoise-network-cs-2009.edges,0.178932179,0.116883117,0.363636364,0.383949646,1.227272727,0
reptilia-tortoise-network-cs-2010.edges,0.24365942,0.137681159,0.387896825,0.217879418,1.583333333,0
reptilia-tortoise-network-cs-2011.edges,0.12745098,0.091503268,0.092592593,-0.037037037,0.777777778,0
reptilia-tortoise-network-cs-2012.edges,0.239583333,0.147058824,0.362745098,0.417670683,1.176470588,0
reptilia-tortoise-network-cs-2013.edges,0.154684096,0.104575163,0.259259259,-0.011494253,0.888888889,0
reptilia-tortoise-network-cs-2014.edges,0.062932973,0.04048583,0.175213675,-0.036948749,0.769230769,0
reptilia-tortoise-network-cs-2015.edges,0.104761905,0.095238095,0.2,0.2,0.666666667,0
reptilia-tortoise-network-fi-2005.edges,0.018602694,0.013535354,0.067666667,0.159435442,0.67,0
reptilia-tortoise-network-fi-2006.edges,0.016536021,0.014333707,0.156140351,0.520778735,0.673684211,0
reptilia-tortoise-network-fi-2007.edges,0.049407115,0.04743083,0,-0.090909091,0.52173913,0
reptilia-tortoise-network-fi-2008.edges,0.020362962,0.010475403,0.43112549,0.724108911,1.477031802,0
reptilia-tortoise-network-fi-2009.edges,0.026202367,0.013924794,0.497265317,0.315916844,1.281081081,0
reptilia-tortoise-network-fi-2010.edges,0.017489086,0.01044054,0.154545455,0.338783738,0.798701299,0
reptilia-tortoise-network-fi-2011.edges,0.02310325,0.005028027,0.247992181,0.51537136,1.09610984,0
reptilia-tortoise-network-fi-2012.edges,0.02613177,0.014127682,0.219647696,0.3550799,0.861788618,0
reptilia-tortoise-network-fi-2013.edges,0.045493311,0.023809524,0.212698413,0.271813686,0.988095238,0
reptilia-tortoise-network-hw-2009.edges,0.221212121,0.163636364,0.272727273,-0.542857143,0.818181818,0
reptilia-tortoise-network-hw-2011.edges,0.217592593,0.166666667,0,-0.333333333,0.666666667,0
reptilia-tortoise-network-hw-2012.edges,0.267857143,0.25,0.416666667,0.588235294,0.875,0
reptilia-tortoise-network-lm-1998.edges,0.373717949,0.114102564,0.471987734,0.048409846,2.225,0
reptilia-tortoise-network-lm-1999.edges,0.154176245,0.07816092,0.396666667,-0.054794521,1.133333333,0
